Site_id;Visit_id;Species_id;Cover;Cover_class
1361;71739;2;2;2
1364;8143;2338;2;2
1371;8680;2338;8;5
1371;20095;2338;8;5
1371;33019;2338;3;3
1371;43481;2338;2;2
1371;56647;2338;2;2
1371;73010;2338;2;2
1374;53390;2;1;1
1374;75198;2;2;2
1376;5966;2;38;7
1376;15722;2;63;8
1376;27815;2;63;8
1376;41350;2;88;9
1376;53512;2;88;9
1376;74953;2;88;9
1378;6102;2;8;5
1378;16681;2;1;1
1378;29300;2;8;5
1378;41100;2;8;5
1378;50135;2;18;6
1378;73697;2;8;5
1378;73697;1733;1;1
1379;7204;2338;8;5
1379;13115;2338;18;6
1380;10355;2338;3;3
1380;21775;2338;3;3
1380;35952;2338;3;3
1380;46526;2338;2;2
1380;59106;2338;2;2
1382;71052;1733;2;2
1383;65819;1733;3;3
1390;6743;2;88;9
1390;15927;2;88;9
1390;27897;2;88;9
1390;73363;1733;2;2
1391;6294;2;88;9
1391;16375;2;63;8
1391;28480;2;63;8
1391;40107;2;63;8
1391;48392;2;88;9
1391;71295;2;63;8
1392;53038;1733;1;1
1392;74218;1733;2;2
1393;48800;2;1;1
1410;24448;2;1;1
1411;6286;2;88;9
1411;16603;2;38;7
1411;29875;2;38;7
1411;41699;2;63;8
1411;48243;2;63;8
1411;70560;2;63;8
1413;4999;2338;8;5
1413;17736;2338;8;5
1413;40886;2338;18;6
1413;74212;2338;18;6
1416;45032;2;1;1
1422;8940;2338;8;5
1422;18667;2338;8;5
1422;30889;2338;8;5
1422;43547;2338;3;3
1422;57436;2338;4;4
1422;74393;2338;2;2
1436;5863;2;88;9
1436;18206;2;63;8
1436;28618;2;38;7
1436;39680;2;18;6
1436;50263;2;38;7
1436;71654;2;38;7
1463;3308;2338;1;1
1464;3307;2;20;6
1464;22784;2;12;5
1464;35105;2;18;6
1464;45677;2;16;6
1464;63183;2;4;4
1464;75056;2;21;6
1466;70308;2338;1;1
1470;3676;2338;1;1
1470;49787;2338;2;2
1470;72269;2338;2;2
1473;15696;2;1;1
1474;3600;2;1;1
1474;21906;2;2;2
1474;33443;2;2;2
1474;46413;2;5;4
1474;73397;2;1;1
1475;4455;2;2;2
1475;65599;2;2;2
1480;3938;2;1;1
1480;14609;2;1;1
1493;51326;2;1;1
1493;73942;2;2;2
1494;8965;2;1;1
1494;18795;2;2;2
1494;30742;2;1;1
1494;43403;2;5;4
1494;70810;2;1;1
1495;25897;1733;1;1
1499;3403;2;3;3
1499;14785;2;3;3
1499;26855;2;6;5
1499;37298;2;12;5
1499;47971;2;4;4
1499;75052;2;18;6
1508;3769;2338;3;3
1508;13162;2338;2;2
1508;24631;2338;2;2
1508;36966;2338;1;1
1511;21188;2;1;1
1511;31490;2;1;1
1515;8350;2338;1;1
1515;19882;2338;1;1
1515;30314;2338;2;2
1515;42530;2338;1;1
1521;75370;1733;2;2
1530;24611;1733;2;2
1556;4609;2;12;5
1556;22494;2;45;7
1556;34159;2;66;8
1556;46028;2;43;7
1575;6167;2338;2;2
1575;41362;2338;2;2
1577;4489;2338;4;4
1577;13305;2338;4;4
1577;67457;2338;8;5
1582;4806;2338;2;2
1582;21457;2338;2;2
1582;34550;2338;1;1
1582;44824;2338;1;1
1586;3395;2;3;3
1586;3395;2338;2;2
1586;14930;2;3;3
1586;14930;2338;2;2
1586;66133;2;3;3
1592;7738;2;11;5
1592;20567;2;29;7
1592;32706;2;31;7
1592;32706;2338;1;1
1592;44071;2;23;6
1592;54949;2;12;5
1592;62373;2;13;6
1597;45606;2;1;1
1608;33434;2;1;1
1621;66836;2;1;1
1625;4069;2;1;1
1625;4069;2338;4;4
1625;14996;2;1;1
1625;14996;2338;3;3
1625;26804;2;1;1
1625;26804;2338;3;3
1625;38029;2;2;2
1625;38029;2338;2;2
1625;47793;2;1;1
1625;47793;2338;3;3
1625;65203;2;8;5
1625;65203;2338;3;3
1629;4653;2;5;4
1629;13118;2;10;5
1629;24764;2;8;5
1629;36308;2;2;2
1629;48896;2;6;5
1633;8156;2338;1;1
1633;19645;2338;20;6
1633;32258;2338;4;4
1633;43635;2338;4;4
1633;56062;2338;2;2
1633;71237;2338;1;1
1641;52238;2338;2;2
1641;62435;2338;2;2
1649;8724;2;8;5
1649;20402;2;8;5
1649;31892;2;2;2
1649;54149;2;1;1
1655;4057;2;1;1
1655;15003;2;3;3
1673;32983;2;1;1
1673;54413;2;1;1
1697;5762;2;2;2
1697;16694;2;1;1
1697;27382;2;2;2
1697;41312;2;3;3
1697;51768;2;1;1
1702;48254;1733;2;2
1705;69518;1733;2;2
1711;5277;2;18;6
1711;17432;2;63;8
1711;27352;2;38;7
1711;41517;2;38;7
1711;47911;2;88;9
1711;70186;2;63;8
1714;3504;2;2;2
1714;19751;2;1;1
1714;31719;2;1;1
1714;75400;2;1;1
1715;5746;2;8;5
1715;15264;2;1;1
1715;25173;2;8;5
1715;38621;2;8;5
1715;50561;2;38;7
1715;69861;2;8;5
1722;69086;1733;1;1
1731;4086;2;2;2
1731;13109;2;2;2
1731;61305;2;4;4
1731;68834;2;3;3
1734;40737;2;1;1
1735;35333;2;1;1
1735;45098;1733;2;2
1735;55002;2;1;1
1735;55002;1733;1;1
1735;65332;2;1;1
1735;65332;1733;2;2
1736;59429;2;1;1
1738;6079;2;38;7
1738;17582;2;18;6
1738;28219;2;18;6
1738;39287;2;18;6
1738;53748;2;18;6
1738;73901;2;18;6
1756;48363;2;2;2
1763;69655;1733;2;2
1772;3431;2338;3;3
1772;15213;2338;3;3
1772;24613;2338;3;3
1772;38711;2338;3;3
1772;49836;2338;3;3
1772;71847;2338;2;2
1780;30037;2;1;1
1781;9197;2338;2;2
1781;21105;2338;1;1
1784;4377;2;35;7
1784;16240;2;22;6
1784;29967;2;31;7
1784;41057;2;40;7
1784;51372;2;62;8
1784;75224;2;40;7
1800;8090;2;2;2
1811;9106;2338;2;2
1811;20975;2338;2;2
1811;32263;2338;3;3
1811;43092;2338;2;2
1812;69366;1733;2;2
1837;7391;2338;1;1
1837;18570;2338;2;2
1837;31116;2338;1;1
1837;42109;2338;2;2
1837;56862;2338;2;2
1837;70664;2338;2;2
1838;52815;2;1;1
1847;7629;2338;1;1
1847;19633;2338;1;1
1847;32261;2338;2;2
1847;43774;2338;2;2
1847;68892;2;1;1
1847;68892;2338;1;1
1860;6644;2338;1;1
1860;53513;2338;3;3
1860;75192;2338;2;2
1864;19812;2;3;3
1864;73426;2;1;1
1865;69102;2338;1;1
1867;26579;2338;2;2
1867;36354;2338;2;2
1888;45026;2;1;1
1892;7624;2338;4;4
1892;20019;2338;7;5
1892;30916;2338;1;1
1892;42879;2338;2;2
1892;55110;2338;4;4
1892;71397;2338;2;2
1896;69558;2;2;2
1906;3373;2;13;6
1906;13501;2;2;2
1906;63392;2;2;2
1918;4306;2338;2;2
1918;17026;2338;2;2
1918;28837;2338;2;2
1918;48114;2338;2;2
1918;69705;2338;1;1
1927;69684;1733;2;2
1930;68898;2;1;1
1940;12775;2;9;5
1940;26144;2;8;5
1940;38691;2;10;5
1940;56108;2;11;5
1940;67852;2;11;5
1941;3306;2338;1;1
1941;13060;2338;1;1
1941;26062;2338;1;1
1944;4819;2;15;6
1944;20059;2;26;7
1944;30299;2;34;7
1944;43929;2;17;6
1944;55765;2;17;6
1944;71060;2;13;6
1948;25892;2;3;3
1948;36942;2;2;2
1948;62342;2;4;4
1958;3141;2338;2;2
1958;15367;2338;4;4
1958;25793;2338;1;1
1958;48694;2338;1;1
1963;13847;2;2;2
1963;38457;2;1;1
1963;49336;2;1;1
1967;25763;1733;2;2
1968;14623;2;2;2
1973;3100;2338;2;2
1973;15394;2338;1;1
1973;26542;2338;2;2
1973;36451;2338;1;1
1973;48422;2338;1;1
1973;63949;2338;1;1
1977;3450;2338;8;5
1977;17104;2338;3;3
1977;27094;2338;3;3
1977;37595;2338;8;5
1977;49289;2338;3;3
1977;71394;2338;8;5
1991;37644;2;1;1
1991;48219;2;3;3
1991;71585;2;2;2
1994;3721;2338;3;3
1994;15272;2338;8;5
1994;24612;2338;2;2
1994;37044;2338;2;2
1994;55459;2338;2;2
1994;66265;2338;2;2
1995;4401;2338;3;3
1995;13681;2338;3;3
1995;24852;2338;1;1
1995;38175;2338;8;5
1995;49097;2338;18;6
1995;71402;2338;8;5
2018;3962;2;8;5
2018;13052;2;8;5
2018;26885;2;38;7
2018;37176;2;18;6
2018;53644;2;18;6
2018;73020;2;8;5
2018;73020;1733;1;1
2032;3902;2;1;1
2032;3902;2338;1;1
2032;26207;2;1;1
2032;37072;2;2;2
2032;50194;2;3;3
2034;4080;2338;1;1
2034;15099;2338;1;1
2034;28214;2338;1;1
2034;66021;2338;1;1
2036;3186;2;9;5
2036;13383;2;9;5
2036;25839;2;12;5
2036;38790;2;3;3
2036;57025;2;10;5
2036;68289;2;10;5
2057;4125;2;13;6
2057;18895;2;41;7
2057;32948;2;40;7
2057;42194;2;71;8
2057;57447;2;72;8
2057;68786;2;17;6
2072;13515;2338;1;1
2072;24495;2338;1;1
2079;3170;2;42;7
2079;21958;2;21;6
